Genename,ORF,beta
YDR415C,YDR415C,-0.122228245
YHR214C-B,YHR214C-B,-0.122187599
APL1,YJR005W,-0.122175566
PMT3,YOR321W,-0.122157073
CCW12,YLR110C,-0.122086892
EDC3,YEL015W,-0.121986723
YOR342C,YOR342C,-0.121976137
MMS1,YPR164W,-0.121953597
YHR202W,YHR202W,-0.121937645
YMR31,YFR049W,-0.121804565
FMP10,YER182W,-0.121803658
NTA1,YJR062C,-0.121576243
CNL1,YDR357C,-0.121561704
SKI8,YGL213C,-0.121388462
TVP23,YDR084C,-0.121285602
NOP53,YPL146C,-0.121264033
PSR2,YLR019W,-0.121206797
FMC1,YIL098C,-0.121114682
SFK1,YKL051W,-0.121016324
TRX1,YLR043C,-0.120930203
FPR1,YNL135C,-0.12090499
SMC4,YLR086W,-0.120772326
YGR027W-B,YGR027W-B,-0.120722628
YNL303W,YNL303W,-0.120549304
MOD5,YOR274W,-0.120262569
ALY2,YJL084C,-0.120216294
YDR316W-B,YDR316W-B,-0.120077314
GDE1,YPL110C,-0.11997411
PNT1,YOR266W,-0.119869642
ADE4,YMR300C,-0.119844763
YJL185C,YJL185C,-0.119731328
TAH11,YJR046W,-0.119641106
ECM16,YMR128W,-0.119527662
PTA1,YAL043C,-0.119433312
KRR1,YCL059C,-0.11943023
YNL140C,YNL140C,-0.119198366
RPP1A,YDL081C,-0.119181029
SAS3,YBL052C,-0.119148251
PDE2,YOR360C,-0.119072619
PAB1,YER165W,-0.119029395
CAR1,YPL111W,-0.119006768
YLR157C-B,YLR157C-B,-0.118961252
STV1,YMR054W,-0.118898388
OST5,YGL226C-A,-0.118748779
SVP26,YHR181W,-0.118666682
ILM1,YJR118C,-0.118610779
CAB3,YKL088W,-0.118569963
CRG1,YHR209W,-0.118373476
LCB1,YMR296C,-0.118361647
MOG1,YJR074W,-0.118264216
YDR157W,YDR157W,-0.118207865
TIF34,YMR146C,-0.118195727
YML079W,YML079W,-0.118119828
YPT6,YLR262C,-0.118095744
MRPS17,YMR188C,-0.117984164
PEP8,YJL053W,-0.117842387
DNM1,YLL001W,-0.117682666
YJR029W,YJR029W,-0.117529708
MSS2,YDL107W,-0.117471099
YNL284C-B,YNL284C-B,-0.117301627
YNL170W,YNL170W,-0.117296655
YNG2,YHR090C,-0.117292643
QRI5,YLR204W,-0.117183927
NUP57,YGR119C,-0.117131407
SWR1,YDR334W,-0.117113973
RPN14,YGL004C,-0.117025979
YOR385W,YOR385W,-0.116970271
YDR365W-B,YDR365W-B,-0.116774158
NSL1,YPL233W,-0.116619024
KRE5,YOR336W,-0.116563428
PEX12,YMR026C,-0.116402341
HVG1,YER039C,-0.116372429
REX4,YOL080C,-0.116217197
ADD37,YMR184W,-0.116116676
THO2,YNL139C,-0.116002242
KEL2,YGR238C,-0.115989746
RAD23,YEL037C,-0.115971637
YOR022C,YOR022C,-0.115915638
MEH1,YKR007W,-0.115771253
YNL024C,YNL024C,-0.115687591
ANP1,YEL036C,-0.115448454
YER138C,YER138C,-0.115368987
HAT1,YPL001W,-0.115290154
MDM34,YGL219C,-0.115288264
NET1,YJL076W,-0.115272526
THP1,YOL072W,-0.1152497
TID3,TID3,-0.115087034
YDR261C-D,YDR261C-D,-0.115030477
UGP1,YKL035W,-0.115023942
YFR016C,YFR016C,-0.114950022
HPT1,YDR399W,-0.114938991
YGR161W-C,YGR161W-C,-0.114871186
COG8,YML071C,-0.114814511
YEL023C,YEL023C,-0.114801651
BPT1,YLL015W,-0.114427958
PEX17,YNL214W,-0.114371272
LPD1,YFL018C,-0.114366622
ROT1,YMR200W,-0.114063846
CIN5,YOR028C,-0.114044282
RBG2,YGR173W,-0.11391789
RAD33,YML011C,-0.113909876
GIS3,YLR094C,-0.113892729
RXT3,YDL076C,-0.113848859
YDR210C-D,YDR210C-D,-0.113802628
AEP1,YMR064W,-0.113611054
PRP39,YML046W,-0.113516536
YOR012W,YOR012W,-0.113429264
HEM3,YDL205C,-0.113387845
MSO1,YNR049C,-0.113318908
YML039W,YML039W,-0.113298799
DBF4,YDR052C,-0.113194975
YPR158W-B,YPR158W-B,-0.11315209
SAR1,YPL218W,-0.113119304
REV7,YIL139C,-0.113019632
YPL257W-B,YPL257W-B,-0.112993547
NPT1,YOR209C,-0.112948204
TRM112,YNR046W,-0.112842763
YNL190W,YNL190W,-0.11284177
YIL108W,YIL108W,-0.112760964
AVT2,YEL064C,-0.112651843
SIS2,YKR072C,-0.112623014
COG1,YGL223C,-0.112555809
SAP185,YJL098W,-0.11248266
MNN1,YER001W,-0.11239127
ATP18,YML081C-A,-0.112343662
QCR6,YFR033C,-0.112279127
DIB1,YPR082C,-0.111930482
AIM45,YPR004C,-0.111886614
FUN12,YAL035W,-0.111756358
SBE2,YDR351W,-0.11170111
GCV3,YAL044C,-0.111391081
YME2,YMR302C,-0.111385745
AST2,YER101C,-0.11133532
YMR315W,YMR315W,-0.111314757
SEC61,YLR378C,-0.111230323
FAA3,YIL009W,-0.111141745
PPN1,YDR452W,-0.111114922
DYN1,YKR054C,-0.111110452
TFB1,YDR311W,-0.111059751
YOL103W-B,YOL103W-B,-0.110935452
ALO1,YML086C,-0.110916581
RAD7,YJR052W,-0.110842832
TVP38,YKR088C,-0.110728081
DMA1,YHR115C,-0.110711831
ITR1,YDR497C,-0.110711289
NAM7,YMR080C,-0.110326403
RAM2,YKL019W,-0.110225551
IME1,YJR094C,-0.110205128
IST1,YNL265C,-0.110195819
ERG20,YJL167W,-0.110121394
EMP24,YGL200C,-0.109756105
YGR174W-A,YGR174W-A,-0.109413916
NAN1,YPL126W,-0.109371604
EMI5,EMI5,-0.109228244
YBP2,YGL060W,-0.109113412
RDH54,YBR073W,-0.109074923
YDR154C,YDR154C,-0.10902895
CKB1,YGL019W,-0.108811419
ACH1,YBL015W,-0.108660852
MCK1,YNL307C,-0.108471163
UBC4,YBR082C,-0.10831737
MRP2,YPR166C,-0.108300725
NOP16,YER002W,-0.108236644
SEC2,YNL272C,-0.107951479
TFC8,YPL007C,-0.107916218
YER088C-A,YER088C-A,-0.107801832
YAR029W,YAR029W,-0.107761019
YER148W-A,YER148W-A,-0.107618175
GRX7,YBR014C,-0.107563226
YGP1,YNL160W,-0.107557198
SPT7,YBR081C,-0.107547127
SCC4,YER147C,-0.107273423
YIP1,YGR172C,-0.107168589
VMA22,YHR060W,-0.10701668
NSG1,YHR133C,-0.106797786
CLC1,YGR167W,-0.106770067
MED11,YMR112C,-0.106643238
YGR038C-B,YGR038C-B,-0.106634812
TRI1,YMR233W,-0.106502848
RVB2,YPL235W,-0.106365919
GLC7,YER133W,-0.106325917
KIN28,YDL108W,-0.106193984
RRN6,YBL014C,-0.106028939
AGX1,YFL030W,-0.106002014
APC11,YDL008W,-0.105881323
RTN1,YDR233C,-0.105865618
PPE1,YHR075C,-0.105781378
SSA3,YBL075C,-0.105747713
NUP157,YER105C,-0.105521564
MTC5,YDR128W,-0.10539586
JIP4,YDR475C,-0.105180153
MDN1,MDN1,-0.105175977
SLT2,YHR030C,-0.105137858
SBE22,YHR103W,-0.105123459
YOR021C,YOR021C,-0.105080657
MHT1,YLL062C,-0.10500569
YGL114W,YGL114W,-0.104906882
COS6,YGR295C,-0.104811977
YPL260W,YPL260W,-0.104642617
MRPS16,YPL013C,-0.104635413
GLK1,YCL040W,-0.104562586
FMO1,YHR176W,-0.104560859
RKM4,YDR257C,-0.104547072
MRPL33,YMR286W,-0.104493349
YKL105C,YKL105C,-0.104452824
YRB1,YDR002W,-0.104374638
TMA23,YMR269W,-0.104360009
INP1,YMR204C,-0.104331916
YDL180W,YDL180W,-0.104110303
NNF1,YJR112W,-0.1040464
ERG10,YPL028W,-0.103705047
NEM1,YHR004C,-0.103676185
VTC3,YPL019C,-0.103603803
YDR261W-B,YDR261W-B,-0.103603414
YMR050C,YMR050C,-0.103516344
SKG1,YKR100C,-0.103481216
DAK1,YML070W,-0.103328873
RIA1,YNL163C,-0.103147634
MRPL20,YKR085C,-0.103058451
DFG5,YMR238W,-0.1030101
YIP3,YNL044W,-0.102185364
MRP17,YKL003C,-0.102158756
TRP1,YDR007W,-0.102133219
YFL002W-A,YFL002W-A,-0.101983066
MST28,YAR033W,-0.101889033
YMR027W,YMR027W,-0.101871805
YMR099C,YMR099C,-0.101718847
SWI1,YPL016W,-0.101673147
RDL1,YOR285W,-0.101649878
YEL007W,YEL007W,-0.101612108
SEC31,YDL195W,-0.101504279
RFC4,YOL094C,-0.101483177
RRG7,YOR305W,-0.101381643
PRP19,YLL036C,-0.101359107
RML2,YEL050C,-0.101190323
NUP159,YIL115C,-0.101135569
SLS1,YLR139C,-0.101103576
PBA1,YLR199C,-0.100874348
EXO70,YJL085W,-0.100762498
MRS3,YJL133W,-0.100590965
NGL2,YMR285C,-0.100299259
LSM2,YBL026W,-0.100246809
YLR202C,YLR202C,-0.100236731
BOS1,YLR078C,-0.100204576
NSE1,YLR007W,-0.100164842
PHB1,YGR132C,-0.100095771
PRP16,YKR086W,-0.099949277
YMR226C,YMR226C,-0.099864988
CIT2,YCR005C,-0.099765353
DUG1,YFR044C,-0.099750007
POA1,YBR022W,-0.099621948
PUP3,YER094C,-0.099532963
TSC3,YBR058C-A,-0.09948806
MUK1,YPL070W,-0.099420897
SNL1,YIL016W,-0.099395327
PUP1,YOR157C,-0.09937844
COY1,YKL179C,-0.099208869
IRC3,YDR332W,-0.099164916
RRP45,YDR280W,-0.099085693
NUP120,YKL057C,-0.098972208
UTP7,YER082C,-0.098931719
SUA7,YPR086W,-0.09889883
VPS64,YDR200C,-0.098891963
COF1,YLL050C,-0.098885789
TRE2,YOR256C,-0.098873849
PRP3,YDR473C,-0.098836492
SWI6,YLR182W,-0.098754546
YMD8,YML038C,-0.098637327
NBP35,YGL091C,-0.098633329
MRD1,YPR112C,-0.098609436
ERD2,YBL040C,-0.098498142
SDT1,YGL224C,-0.098435342
RSM24,YDR175C,-0.098357425
VPS66,VPS66,-0.098308309
MLP2,YIL149C,-0.098120272
ATP19,YOL077W-A,-0.098112686
PHB2,YGR231C,-0.097989513
NEO1,YIL048W,-0.097941305
MAD2,YJL030W,-0.097939595
PCD1,YLR151C,-0.097778377
FOB1,YDR110W,-0.097775511
PAM17,YKR065C,-0.09770476
VMA1,YDL185W,-0.097700399
IZH2,YOL002C,-0.097656839
PRI1,YIR008C,-0.097648255
VMA6,YLR447C,-0.097273182
SSA2,YLL024C,-0.097074318
MUD1,YBR119W,-0.097064847
YMR258C,YMR258C,-0.097034395
SAP190,YKR028W,-0.096905544
SLU7,YDR088C,-0.096751068
YMR221C,YMR221C,-0.096742568
YBL068W-A,YBL068W-A,-0.096642719
CWC22,YGR278W,-0.096394624
YOR356W,YOR356W,-0.09631501
GRX1,YCL035C,-0.096211674
ASH1,YKL185W,-0.096159221
BUD32,YGR262C,-0.096156134
ACB1,YGR037C,-0.096016762
OXP1,YKL215C,-0.09596328
SMD3,YLR147C,-0.095939757
AMD1,YML035C,-0.095918766
AIM38,AIM38,-0.09585717
KAP120,YPL125W,-0.095724449
AIM19,YIL087C,-0.095680504
SHE9,YDR393W,-0.095634186
YDR109C,YDR109C,-0.095630739
MEX67,YPL169C,-0.09554424
YER130C,YER130C,-0.095531558
HAM1,YJR069C,-0.095516183
PRP42,YDR235W,-0.095480908
ESF1,YDR365C,-0.095337903
NUG1,YER006W,-0.095300176
YER160C,YER160C,-0.095295838
ECM15,YBL001C,-0.095018689
APL6,YGR261C,-0.094956973
EUG1,YDR518W,-0.094868249
LSC2,YGR244C,-0.09479207
MCM3,YEL032W,-0.094423333
HNM1,YGL077C,-0.094361321
KRE28,YDR532C,-0.094336521
HIR2,YOR038C,-0.094166336
EMC1,YCL045C,-0.094080538
TVP18,YMR071C,-0.094062197
ARR1,YPR199C,-0.093968142
PEX8,YGR077C,-0.093952844
SCH9,YHR205W,-0.093929325
RBA50,YDR527W,-0.093843025
PRE3,YJL001W,-0.09383842
YPD1,YDL235C,-0.093833198
LEM3,YNL323W,-0.093710267
SRP21,YKL122C,-0.093699872
SEC72,YLR292C,-0.093573916
CDC26,YFR036W,-0.09343492
MSN5,YDR335W,-0.093359669
MNS1,YJR131W,-0.093302221
SRP68,YPL243W,-0.093255709
CNM67,YNL225C,-0.093048644
YBR085C-A,YBR085C-A,-0.09302804
POP2,YNR052C,-0.092851532
YKL018C-A,YKL018C-A,-0.092802419
ARG80,YMR042W,-0.092792459
AI5_BETA,Q0075,-0.092612913
GIP4,YAL031C,-0.09254609
DON1,YDR273W,-0.09254354
MDR1,YGR100W,-0.092065808
PDX3,YBR035C,-0.092003083
ALD2,YMR170C,-0.092001595
BUL1,YMR275C,-0.091848322
YML045W,YML045W,-0.091676174
SNA3,YJL151C,-0.091576435
TIP1,YBR067C,-0.091570191
FRA2,FRA2,-0.091555989
PTR2,YKR093W,-0.091287049
CKA1,YIL035C,-0.091283184
URA6,YKL024C,-0.091259772
GPI14,YJR013W,-0.091256112
AOS1,YPR180W,-0.091197156
SPP1,YPL138C,-0.091113427
RPN7,YPR108W,-0.091069205
MET32,YDR253C,-0.091062512
IOC3,YFR013W,-0.090917191
SDH3,YKL141W,-0.090727175
BIK1,YCL029C,-0.090611832
FUM1,YPL262W,-0.090158745
YGR109W-B,YGR109W-B,-0.090121943
RTT106,YNL206C,-0.090114127
TUL1,YKL034W,-0.090079224
NSA1,YGL111W,-0.09000558
SUB2,YDL084W,-0.089973016
IMA5,YJL216C,-0.089972397
YLL066C,YLL066C,-0.089742947
CDC19,YAL038W,-0.089615937
NOT5,YPR072W,-0.089477651
PFK1,YGR240C,-0.089224027
YLL058W,YLL058W,-0.089208052
YLR402W,YLR402W,-0.089197542
YPR137C-B,YPR137C-B,-0.089131967
YPR109W,YPR109W,-0.088893732
TAD1,YGL243W,-0.08884219
PTP3,YER075C,-0.088829449
SKT5,YBL061C,-0.088785252
YPR204W,YPR204W,-0.088703583
YPR204W,YPR204W,-0.088703583
MED4,YOR174W,-0.088678136
YOR302W,YOR302W,-0.088666017
MPP10,YJR002W,-0.088451601
RNH203,YLR154C,-0.088344339
SGA1,YIL099W,-0.088156092
RED1,YLR263W,-0.08811033
STO1,YMR125W,-0.088036861
PAR32,YDL173W,-0.088028472
YNL050C,YNL050C,-0.087843566
SWD3,YBR175W,-0.087836715
IZH4,YOL101C,-0.087568578
SYM1,YLR251W,-0.087530066
YBR271W,YBR271W,-0.087526613
PUT2,YHR037W,-0.087458477
TAT2,YOL020W,-0.087399635
VMA10,YHR039C-A,-0.087303416
ICL2,YPR006C,-0.087236828
MMS22,YLR320W,-0.087154992
MET10,YFR030W,-0.087100749
SHM1,YBR263W,-0.087095358
TRP3,YKL211C,-0.08704468
PPQ1,YPL179W,-0.086957168
YOR142W-B,YOR142W-B,-0.086877888
SNT309,YPR101W,-0.086620587
SLY1,YDR189W,-0.086513257
YSA1,YBR111C,-0.086496921
NUP145,YGL092W,-0.08631758
APM4,YOL062C,-0.086097219
DSF2,YBR007C,-0.08598545
SPR6,YER115C,-0.08587695
NDC1,YML031W,-0.085867562
IES6,YEL044W,-0.085558234
THI7,YLR237W,-0.085503236
VMA2,YBR127C,-0.085439768
EPL1,YFL024C,-0.085356798
YJL225C,YJL225C,-0.085297832
SFI1,YLL003W,-0.085190229
MET14,YKL001C,-0.085177344
LCP5,YER127W,-0.085164081
YPR015C,YPR015C,-0.085128127
OST3,YOR085W,-0.084847877
LDB19,YOR322C,-0.084806373
PRY1,YJL079C,-0.084575801
YKR104W,YKR104W,-0.084488494
COX14,YML129C,-0.08442554
BDP1,YNL039W,-0.084399939
RSM22,YKL155C,-0.084282935
AHC2,YCR082W,-0.084263817
YPL108W,YPL108W,-0.084253736
SWF1,YDR126W,-0.084209009
ARL3,YPL051W,-0.084176737
NRP1,YDL167C,-0.08405755
YJR079W,YJR079W,-0.084051287
TYR1,YBR166C,-0.083932977
YIL024C,YIL024C,-0.083890583
PBP2,YBR233W,-0.083748923
HSC82,YMR186W,-0.083600186
NFU1,YKL040C,-0.083559677
AAD10,YJR155W,-0.083428026
MLC2,YPR188C,-0.083411711
PHO23,YNL097C,-0.083289257
NUP116,YMR047C,-0.083201619
RPB3,YIL021W,-0.083123828
RET2,YFR051C,-0.08274597
PDR1,YGL013C,-0.08271559
RNA14,YMR061W,-0.082635549
SSM4,YIL030C,-0.082621066
NTC20,YBR188C,-0.082569102
SSP120,YLR250W,-0.082451424
MRPS5,YBR251W,-0.082341917
TAN1,YGL232W,-0.082248077
PHO86,YJL117W,-0.082224993
PSF3,YOL146W,-0.082143211
BRE2,YLR015W,-0.082013324
ZIM17,YNL310C,-0.081773997
TSR4,YOL022C,-0.081693307
MCR1,YKL150W,-0.08145743
ECM3,YOR092W,-0.081437731
UIP5,YKR044W,-0.081231493
ATG18,YFR021W,-0.080859562
CLP1,YOR250C,-0.080806851
MUM2,YBR057C,-0.080758725
THI20,YOL055C,-0.080749918
HSP150,YJL159W,-0.080721587
RGD1,YBR260C,-0.080674471
YPR158C-D,YPR158C-D,-0.080569496
BRR2,YER172C,-0.080545863
VPS53,YJL029C,-0.080443608
YHC1,YLR298C,-0.080323609
TRM7,YBR061C,-0.079661004
TAE1,YBR261C,-0.079584374
UBC7,YMR022W,-0.079469698
ISD11,YER048W-A,-0.079413338
CMD1,YBR109C,-0.079401511
SEC10,YLR166C,-0.0793895
SUT2,YPR009W,-0.079317244
SRV2,YNL138W,-0.079295771
ECM14,YHR132C,-0.079188321
YOR246C,YOR246C,-0.079163178
NHX1,YDR456W,-0.079152208
AYR1,YIL124W,-0.079063965
LEU5,YHR002W,-0.079058906
OSH3,YHR073W,-0.079039148
CRP1,YHR146W,-0.078640793
RRP1,YDR087C,-0.078548233
IZH1,YDR492W,-0.078504947
MKS1,YNL076W,-0.078446419
TOD6,YBL054W,-0.078327195
VPS45,YGL095C,-0.07813267
BNA3,YJL060W,-0.07787063
SYG1,YIL047C,-0.077863086
SAP4,YGL229C,-0.077856099
ULP1,YPL020C,-0.077725131
YDR098C-B,YDR098C-B,-0.077676162
DBP6,YNR038W,-0.077642217
YBL059W,YBL059W,-0.077633153
SMY1,YKL079W,-0.077578168
KTR7,YIL085C,-0.077445961
ALD6,YPL061W,-0.077133754
SGS1,YMR190C,-0.076849305
DSS1,YMR287C,-0.076817494
KDX1,YKL161C,-0.076709384
VPS13,YLL040C,-0.07667377
JIP5,YPR169W,-0.076634611
IRC24,YIR036C,-0.076540165
TCB1,YOR086C,-0.076503222
YHL042W,YHL042W,-0.076484737
YPR013C,YPR013C,-0.076414127
YFL054C,YFL054C,-0.076404164
RHR2,RHR2,-0.076321631
YKL047W,YKL047W,-0.076210854
YGR102C,YGR102C,-0.076045044
TAE2,TAE2,-0.075926187
UBP10,YNL186W,-0.075843141
EOS1,YNL080C,-0.075573527
VTC1,YER072W,-0.075444032
RIB4,YOL143C,-0.075441662
YKR017C,YKR017C,-0.075436414
YJR027W,YJR027W,-0.07541408
YLL032C,YLL032C,-0.075382786
CYC7,YEL039C,-0.075330107
ILV6,YCL009C,-0.075247729
YCL019W,YCL019W,-0.074763699
YDR034C-D,YDR034C-D,-0.074743967
RGR1,YLR071C,-0.074718114
YHR127W,YHR127W,-0.074688772
YIL047C-A,YIL047C-A,-0.074678666
PBP4,YDL053C,-0.074677329
CCP1,YKR066C,-0.074617967
YPT1,YFL038C,-0.074605474
YDR090C,YDR090C,-0.074575677
HFA1,YMR207C,-0.074233198
LRO1,YNR008W,-0.074105781
SAM35,YHR083W,-0.07402466
GPB2,YAL056W,-0.073827033
BEM4,YPL161C,-0.073578458
PSH1,YOL054W,-0.073470125
MUD2,YKL074C,-0.07314526
CDC24,YAL041W,-0.073124644
DHR2,YKL078W,-0.073071515
HHT2,YNL031C,-0.073059375
ENT5,YDR153C,-0.073054005
YGL140C,YGL140C,-0.073002083
YBR238C,YBR238C,-0.072987243
URE2,YNL229C,-0.07288767
YDR248C,YDR248C,-0.072711162
CSF1,YLR087C,-0.072701606
DLS1,YJL065C,-0.07263821
YOL106W,YOL106W,-0.072330892
TRM12,YML005W,-0.07231754
VPS34,YLR240W,-0.072181905
PUF2,YPR042C,-0.072138872
YOP1,YPR028W,-0.072024254
SRB4,YER022W,-0.071917877
YOR131C,YOR131C,-0.071875437
KTR5,YNL029C,-0.071864808
CDC23,YHR166C,-0.071782073
CDC40,YDR364C,-0.071579318
SPT16,YGL207W,-0.071577276
SOG2,YOR353C,-0.071325101
BUD3,YCL014W,-0.070942586
WHI3,YNL197C,-0.070770327
YKR106W,YKR106W,-0.070579572
YTA12,YMR089C,-0.070463735
BIT61,YJL058C,-0.070389991
COX7,YMR256C,-0.070371072
CHS1,YNL192W,-0.070272841
YCL012C,YCL012C,-0.0700861
YKL077W,YKL077W,-0.069795343
YBL029W,YBL029W,-0.069718239
ATM1,YMR301C,-0.069677653
YSC83,YHR017W,-0.069406948
GPR1,YDL035C,-0.069284201
ROX3,YBL093C,-0.06901078
SVF1,YDR346C,-0.068984735
CAB1,YDR531W,-0.068923737
THI22,YPR121W,-0.068893921
OSH6,YKR003W,-0.068832006
PRP46,YPL151C,-0.068797405
LYS20,YDL182W,-0.068784286
DEF1,YKL054C,-0.068769055
CSE2,YNR010W,-0.06868452
TAM41,YGR046W,-0.06859876
DNF3,YMR162C,-0.068513848
MDS3,YGL197W,-0.068504061
TIM13,YGR181W,-0.06824851
HOL1,YNR055C,-0.068211439
RAD14,YMR201C,-0.068185518
BRL1,YHR036W,-0.068038782
SGN1,YIR001C,-0.067971099
TPP1,YMR156C,-0.067645085
VBA1,YMR088C,-0.067643765
ARC35,YNR035C,-0.067525635
GEP7,YGL057C,-0.067500174
YBR032W,YBR032W,-0.067476657
AUR1,YKL004W,-0.067397086
COX1,Q0045,-0.067329136
PRP24,YMR268C,-0.06709439
COG4,YPR105C,-0.067014772
YOL098C,YOL098C,-0.066774006
ZPR1,YGR211W,-0.066411248
YDL160C-A,YDL160C-A,-0.066388535
CEF1,YMR213W,-0.066187978
APC5,YOR249C,-0.066056701
SVL3,YPL032C,-0.066035473
TPI1,YDR050C,-0.065670957
CHC1,YGL206C,-0.065350335
YPL264C,YPL264C,-0.064829418
SKI7,YOR076C,-0.064572356
ARF2,YDL137W,-0.064353247
YLR283W,YLR283W,-0.06418655
MAM3,YOL060C,-0.064058493
SNA2,YDR525W-A,-0.064020954
RRT13,YER066W,-0.063986709
GAS3,YMR215W,-0.063821841
YOR192C-B,YOR192C-B,-0.063608868
MPS1,YDL028C,-0.063394345
TFC4,YGR047C,-0.063349174
RIM21,YNL294C,-0.063294554
ARO10,YDR380W,-0.063134283
ASF2,YDL197C,-0.063072512
SMT3,YDR510W,-0.062958547
WSS1,YHR134W,-0.06292087
PSR1,YLL010C,-0.062914218
SEC8,YPR055W,-0.062909287
SET3,YKR029C,-0.062841246
RPN9,YDR427W,-0.062828115
YOL057W,YOL057W,-0.062815554
PBS2,YJL128C,-0.062772376
NUP1,YOR098C,-0.062757412
TUP1,YCR084C,-0.062703284
SKI6,YGR195W,-0.062678486
GFD2,YCL036W,-0.062575104
ARP3,YJR065C,-0.062401353
YDL086W,YDL086W,-0.0624004
YLR227W-B,YLR227W-B,-0.062340061
GUD1,YDL238C,-0.062241124
BMH1,YER177W,-0.062234191
RPO41,YFL036W,-0.062167693
YPR022C,YPR022C,-0.062057019
SPC98,YNL126W,-0.061990564
TIM54,YJL054W,-0.06184439
DAL7,YIR031C,-0.061809927
INP53,YOR109W,-0.061732052
YPL068C,YPL068C,-0.061622631
YKL123W,YKL123W,-0.061569758
YMR018W,YMR018W,-0.061443853
FYV6,YNL133C,-0.061244429
HSM3,YBR272C,-0.061232129
SWD2,YKL018W,-0.061212735
TED1,YIL039W,-0.061152678
PNG1,YPL096W,-0.061126475
FRA1,YLL029W,-0.061113389
GSY1,YFR015C,-0.061040996
MMF1,YIL051C,-0.060950185
YGR031W,YGR031W,-0.06082275
SWA2,YDR320C,-0.060565226
YPL225W,YPL225W,-0.060558255
TIP20,YGL145W,-0.060523453
OCA1,YNL099C,-0.060408162
SEC5,YDR166C,-0.060289492
CAM1,YPL048W,-0.060170279
YKT6,YKL196C,-0.060093669
CHS6,YJL099W,-0.059766075
SUR2,YDR297W,-0.059736907
DIP2,YLR129W,-0.059626076
PXR1,YGR280C,-0.059421073
EXO1,YOR033C,-0.05925973
DMA2,YNL116W,-0.059157777
CCT6,YDR188W,-0.058750146
MDM35,YKL053C-A,-0.058749157
YFR039C,YFR039C,-0.058661137
MTQ2,YDR140W,-0.058524564
GAB1,YLR459W,-0.058409069
GPI11,YDR302W,-0.058282322
YJL049W,YJL049W,-0.058201199
FLC1,YPL221W,-0.05819737
BMH2,YDR099W,-0.058196534
MDV1,YJL112W,-0.057865116
GVP36,YIL041W,-0.057768488
ISY1,YJR050W,-0.057753038
RKR1,YMR247C,-0.057725039
KSP1,YHR082C,-0.057712329
RGM1,YMR182C,-0.057688436
BUR6,YER159C,-0.057651838
TMA108,YIL137C,-0.057644201
TEX1,YNL253W,-0.057549626
HRT1,YOL133W,-0.057466494
INO4,YOL108C,-0.057128432
YOR111W,YOR111W,-0.057041393
APN2,YBL019W,-0.056624553
OLE1,YGL055W,-0.056600791
DER1,YBR201W,-0.056561357
SYH1,YPL105C,-0.056401329
FES1,YBR101C,-0.05627494
PET112,YBL080C,-0.056262307
MOB1,YIL106W,-0.055970263
RBK1,YCR036W,-0.055903281
MAF1,YDR005C,-0.055810554
NBP2,YDR162C,-0.055744741
TOF2,YKR010C,-0.055740194
CCE1,YKL011C,-0.055660614
SDS22,YKL193C,-0.055619837
POP4,YBR257W,-0.055449593
SPR1,YOR190W,-0.055301805
NCB2,YDR397C,-0.055291066
GTR2,YGR163W,-0.055221467
YDR379C-A,YDR379C-A,-0.055213121
VOA1,YGR106C,-0.055071415
ERV41,YML067C,-0.055039928
HRB1,YNL004W,-0.055016178
TFC7,YOR110W,-0.054935578
LOC1,YFR001W,-0.054744699
TIF4631,YGR162W,-0.054721234
YMR244C-A,YMR244C-A,-0.054647776
SET5,YHR207C,-0.054646992
BSP1,YPR171W,-0.054367632
TPM1,YNL079C,-0.054287787
LCB4,YOR171C,-0.054221002
YKL075C,YKL075C,-0.054172447
UFD2,YDL190C,-0.053962995
ERJ5,YFR041C,-0.053948366
FTH1,YBR207W,-0.053914016
YIR042C,YIR042C,-0.053474443
KEX1,YGL203C,-0.053414232
ECT1,YGR007W,-0.05339405
MFT1,YML062C,-0.053359561
UBP1,YDL122W,-0.053349719
YGL081W,YGL081W,-0.053337372
PFK27,YOL136C,-0.053152215
BUL2,YML111W,-0.052986053
CDC42,YLR229C,-0.052580365
YCR051W,YCR051W,-0.052328062
FCY1,YPR062W,-0.052321374
ATG17,YLR423C,-0.052205472
WWM1,YFL010C,-0.052176828
STL1,YDR536W,-0.052122008
PRS2,YER099C,-0.052113976
HTD2,YHR067W,-0.052084622
RUP1,YOR138C,-0.05203537
YNL319W,YNL319W,-0.051938832
ASP3-4,YLR160C,-0.051921779
CTH1,YDR151C,-0.051730677
DIA2,YOR080W,-0.051656267
ERG26,YGL001C,-0.051574088
TAZ1,YPR140W,-0.051569022
RSC2,YLR357W,-0.051487575
YLR345W,YLR345W,-0.051337937
URM1,YIL008W,-0.051015052
UBC13,YDR092W,-0.050616119
LGE1,YPL055C,-0.050452457
SGE1,YPR198W,-0.050275714
LSB3,YFR024C-A,-0.050153378
MNL1,YHR204W,-0.050095815
ERG6,YML008C,-0.049981811
TOR2,YKL203C,-0.049879159
SER1,YOR184W,-0.049868715
PUP2,YGR253C,-0.049825272
KOG1,YHR186C,-0.049756355
MCM2,YBL023C,-0.049744359
MDL2,YPL270W,-0.0495537
TRR2,YHR106W,-0.049448189
CCT2,YIL142W,-0.049164141
